"統計名：","人口推計 各月1日現在人口 確定値"
"表番号：","003"
"表題：","[確定値] 年齢（５歳階級），男女，月別人口－総人口，日本人人口 ，外国人人口 （各月１日現在）-令和２年国勢調査基準-"
"実施年月：","-","-"
"市区町村時点（年月日）：","-"

"","","","","","","","","","","","","/男女別 コード","000","001","002"
"表章項目 コード","表章項目","確定値 コード","確定値","全国 コード","全国","時間軸（年月日現在） コード","時間軸（年月日現在）","人口 コード","人口","年齢5歳階級 コード","年齢5歳階級","/男女別","男女計","男","女"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","001","総人口","01011","50～54歳","","9,379","4,720","4,659"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","001","総人口","01012","55～59歳","","7,812","3,906","3,906"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","001","総人口","01013","60～64歳","","7,390","3,653","3,737"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","001","総人口","01014","65～69歳","","7,795","3,788","4,006"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","001","総人口","01015","70～74歳","","9,640","4,548","5,093"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","001","総人口","01016","75～79歳","","6,725","3,001","3,724"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","001","総人口","01017","80～84歳","","5,631","2,339","3,292"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","001","総人口","01018","85～89歳","","3,881","1,393","2,487"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","001","総人口","01019","90～94歳","","1,913","535","1,378"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","001","総人口","01020","95～99歳","","544","107","437"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","001","総人口","01021","100歳以上","","87","11","76"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","001","総人口","02000","（再掲）15歳未満","","14,718","7,540","7,179"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","001","総人口","01023","（再掲）15～64歳","","74,375","37,656","36,719"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","001","総人口","01024","（再掲）65歳以上","","36,215","15,722","20,493"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","001","総人口","01026","（再掲）うち75歳以上","","18,780","7,386","11,394"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","001","総人口","01027","（再掲）うち85歳以上","","6,424","2,046","4,378"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01000","総数","","122,638","59,616","63,022"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01001","0～4歳","","4,276","2,188","2,089"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01002","5～9歳","","4,940","2,531","2,409"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01003","10～14歳","","5,278","2,706","2,573"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01004","15～19歳","","5,491","2,818","2,673"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01005","20～24歳","","5,886","3,005","2,881"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01006","25～29歳","","5,948","3,035","2,913"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01007","30～34歳","","6,175","3,149","3,027"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01008","35～39歳","","7,058","3,591","3,467"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01009","40～44歳","","7,897","4,018","3,879"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01010","45～49歳","","9,492","4,821","4,671"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01011","50～54歳","","9,205","4,652","4,553"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01012","55～59歳","","7,677","3,852","3,826"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01013","60～64歳","","7,297","3,615","3,682"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01014","65～69歳","","7,725","3,758","3,967"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01015","70～74歳","","9,589","4,523","5,065"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01016","75～79歳","","6,691","2,986","3,705"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01017","80～84歳","","5,608","2,330","3,278"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01018","85～89歳","","3,868","1,389","2,479"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01019","90～94歳","","1,908","534","1,375"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01020","95～99歳","","543","107","436"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01021","100歳以上","","87","11","76"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","02000","（再掲）15歳未満","","14,494","7,424","7,070"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01023","（再掲）15～64歳","","72,126","36,554","35,572"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01024","（再掲）65歳以上","","36,018","15,638","20,380"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01026","（再掲）うち75歳以上","","18,705","7,356","11,348"
"001","人口【千人】","01","確定値","00000","全国","2022000101","2022年1月","002","日本人人口","01027","（再掲）うち85歳以上","","6,406","2,040","4,366"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01000","総数","","125,194","60,858","64,336"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01001","0～4歳","","4,345","2,223","2,121"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01002","5～9歳","","5,008","2,566","2,442"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01003","10～14歳","","5,337","2,736","2,601"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01004","15～19歳","","5,550","2,849","2,702"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01005","20～24歳","","6,218","3,181","3,037"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01006","25～29歳","","6,363","3,265","3,098"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01007","30～34歳","","6,502","3,324","3,178"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01008","35～39歳","","7,308","3,713","3,595"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01009","40～44歳","","8,096","4,105","3,991"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01010","45～49歳","","9,642","4,881","4,760"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01011","50～54歳","","9,362","4,715","4,647"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01012","55～59歳","","7,838","3,915","3,922"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01013","60～64歳","","7,385","3,653","3,732"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01014","65～69歳","","7,753","3,768","3,985"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01015","70～74歳","","9,603","4,532","5,071"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01016","75～79歳","","6,748","3,013","3,734"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01017","80～84歳","","5,659","2,353","3,305"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01018","85～89歳","","3,907","1,405","2,502"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01019","90～94歳","","1,929","541","1,388"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01020","95～99歳","","553","109","444"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01021","100歳以上","","89","11","78"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","02000","（再掲）15歳未満","","14,689","7,525","7,164"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01023","（再掲）15～64歳","","74,264","37,601","36,663"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01024","（再掲）65歳以上","","36,240","15,732","20,508"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01026","（再掲）うち75歳以上","","18,884","7,432","11,452"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","001","総人口","01027","（再掲）うち85歳以上","","6,477","2,066","4,412"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01000","総数","","122,530","59,559","62,971"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01001","0～4歳","","4,263","2,181","2,082"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01002","5～9歳","","4,929","2,525","2,404"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01003","10～14歳","","5,273","2,703","2,570"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01004","15～19歳","","5,481","2,813","2,668"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01005","20～24歳","","5,879","3,002","2,877"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01006","25～29歳","","5,946","3,033","2,913"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01007","30～34歳","","6,160","3,141","3,019"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01008","35～39歳","","7,042","3,583","3,460"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01009","40～44歳","","7,875","4,007","3,869"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01010","45～49歳","","9,458","4,804","4,654"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01011","50～54歳","","9,187","4,646","4,541"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01012","55～59歳","","7,703","3,861","3,842"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01013","60～64歳","","7,291","3,614","3,678"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01014","65～69歳","","7,683","3,737","3,946"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01015","70～74歳","","9,551","4,508","5,043"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01016","75～79歳","","6,714","2,998","3,715"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01017","80～84歳","","5,635","2,344","3,291"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01018","85～89歳","","3,895","1,401","2,494"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01019","90～94歳","","1,924","540","1,385"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01020","95～99歳","","552","109","443"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01021","100歳以上","","89","11","78"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","02000","（再掲）15歳未満","","14,464","7,409","7,056"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01023","（再掲）15～64歳","","72,023","36,503","35,520"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01024","（再掲）65歳以上","","36,042","15,647","20,395"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01026","（再掲）うち75歳以上","","18,808","7,402","11,406"
"001","人口【千人】","01","確定値","00000","全国","2022000202","2022年2月","002","日本人人口","01027","（再掲）うち85歳以上","","6,459","2,060","4,400"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01000","総数","","125,103","60,811","64,292"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01001","0～4歳","","4,332","2,217","2,115"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01002","5～9歳","","4,998","2,561","2,437"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01003","10～14歳","","5,337","2,736","2,601"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01004","15～19歳","","5,541","2,844","2,697"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01005","20～24歳","","6,208","3,176","3,032"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01006","25～29歳","","6,358","3,262","3,096"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01007","30～34歳","","6,494","3,320","3,174"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01008","35～39歳","","7,295","3,707","3,588"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01009","40～44歳","","8,080","4,096","3,984"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01010","45～49歳","","9,609","4,865","4,744"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01011","50～54歳","","9,356","4,712","4,644"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01012","55～59歳","","7,865","3,929","3,935"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01013","60～64歳","","7,392","3,656","3,736"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01014","65～69歳","","7,712","3,748","3,964"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01015","70～74歳","","9,588","4,524","5,064"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01016","75～79歳","","6,763","3,022","3,741"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01017","80～84歳","","5,673","2,361","3,313"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01018","85～89歳","","3,917","1,410","2,507"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01019","90～94歳","","1,939","544","1,394"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01020","95～99歳","","557","110","447"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01021","100歳以上","","90","11","79"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","02000","（再掲）15歳未満","","14,667","7,513","7,153"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01023","（再掲）15～64歳","","74,197","37,568","36,629"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01024","（再掲）65歳以上","","36,238","15,730","20,509"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01026","（再掲）うち75歳以上","","18,939","7,458","11,481"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","001","総人口","01027","（再掲）うち85歳以上","","6,503","2,075","4,428"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01000","総数","","122,444","59,515","62,928"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01001","0～4歳","","4,249","2,174","2,075"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01002","5～9歳","","4,919","2,520","2,399"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01003","10～14歳","","5,272","2,702","2,570"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01004","15～19歳","","5,473","2,809","2,664"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01005","20～24歳","","5,877","3,002","2,875"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01006","25～29歳","","5,943","3,031","2,911"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01007","30～34歳","","6,151","3,137","3,014"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01008","35～39歳","","7,030","3,577","3,453"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01009","40～44歳","","7,858","3,997","3,861"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01010","45～49歳","","9,425","4,787","4,638"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01011","50～54歳","","9,181","4,643","4,538"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01012","55～59歳","","7,729","3,874","3,854"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01013","60～64歳","","7,297","3,617","3,681"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01014","65～69歳","","7,642","3,718","3,924"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01015","70～74歳","","9,535","4,500","5,036"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01016","75～79歳","","6,729","3,007","3,722"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01017","80～84歳","","5,650","2,352","3,298"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01018","85～89歳","","3,905","1,405","2,499"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01019","90～94歳","","1,934","543","1,391"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01020","95～99歳","","556","110","446"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01021","100歳以上","","89","11","79"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","02000","（再掲）15歳未満","","14,440","7,396","7,044"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01023","（再掲）15～64歳","","71,963","36,474","35,489"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01024","（再掲）65歳以上","","36,040","15,645","20,395"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01026","（再掲）うち75歳以上","","18,863","7,428","11,435"
"001","人口【千人】","01","確定値","00000","全国","2022000303","2022年3月","002","日本人人口","01027","（再掲）うち85歳以上","","6,484","2,069","4,415"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01000","総数","","125,071","60,795","64,276"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01001","0～4歳","","4,320","2,211","2,109"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01002","5～9歳","","4,995","2,560","2,435"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01003","10～14歳","","5,334","2,734","2,600"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01004","15～19歳","","5,538","2,843","2,696"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01005","20～24歳","","6,212","3,179","3,033"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01006","25～29歳","","6,363","3,265","3,098"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01007","30～34歳","","6,484","3,315","3,169"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01008","35～39歳","","7,292","3,705","3,587"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01009","40～44歳","","8,062","4,087","3,975"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01010","45～49歳","","9,585","4,853","4,732"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01011","50～54歳","","9,345","4,707","4,638"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01012","55～59歳","","7,903","3,948","3,954"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01013","60～64歳","","7,401","3,661","3,740"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01014","65～69歳","","7,676","3,731","3,945"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01015","70～74歳","","9,562","4,512","5,050"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01016","75～79歳","","6,785","3,033","3,751"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01017","80～84歳","","5,677","2,364","3,313"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01018","85～89歳","","3,926","1,415","2,511"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01019","90～94歳","","1,958","551","1,407"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01020","95～99歳","","564","112","452"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01021","100歳以上","","91","11","80"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","02000","（再掲）15歳未満","","14,649","7,504","7,145"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01023","（再掲）15～64歳","","74,184","37,562","36,622"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01024","（再掲）65歳以上","","36,238","15,729","20,510"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01026","（再掲）うち75歳以上","","19,001","7,486","11,515"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","001","総人口","01027","（再掲）うち85歳以上","","6,539","2,088","4,450"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01000","総数","","122,388","59,486","62,902"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01001","0～4歳","","4,237","2,168","2,069"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01002","5～9歳","","4,915","2,518","2,397"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01003","10～14歳","","5,269","2,700","2,569"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01004","15～19歳","","5,468","2,806","2,662"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01005","20～24歳","","5,874","3,001","2,873"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01006","25～29歳","","5,942","3,031","2,911"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01007","30～34歳","","6,138","3,130","3,008"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01008","35～39歳","","7,024","3,573","3,451"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01009","40～44歳","","7,838","3,987","3,851"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01010","45～49歳","","9,400","4,775","4,626"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01011","50～54歳","","9,170","4,638","4,532"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01012","55～59歳","","7,766","3,893","3,873"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01013","60～64歳","","7,307","3,622","3,685"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01014","65～69歳","","7,605","3,701","3,905"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01015","70～74歳","","9,509","4,487","5,022"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01016","75～79歳","","6,750","3,018","3,732"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01017","80～84歳","","5,654","2,355","3,299"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01018","85～89歳","","3,913","1,410","2,503"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01019","90～94歳","","1,953","549","1,404"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01020","95～99歳","","563","112","451"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01021","100歳以上","","91","11","80"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","02000","（再掲）15歳未満","","14,421","7,387","7,035"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01023","（再掲）15～64歳","","71,928","36,456","35,472"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01024","（再掲）65歳以上","","36,039","15,644","20,395"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01026","（再掲）うち75歳以上","","18,925","7,456","11,469"
"001","人口【千人】","01","確定値","00000","全国","2022000404","2022年4月","002","日本人人口","01027","（再掲）うち85歳以上","","6,521","2,083","4,438"
"001","人口【千人】","01","確定値","00000","全国","2022000505","2022年5月","001","総人口","01000","総数","","125,072","60,801","64,271"
"001","人口【千人】","01","確定値","00000","全国","2022000505","2022年5月","001","総人口","01001","0～4歳","","4,308","2,205","2,103"
"001","人口【千人】","01","確定値","00000","全国","2022000505","2022年5月","001","総人口","01002","5～9歳","","4,988","2,556","2,432"
"001","人口【千人】","01","確定値","00000","全国","2022000505","2022年5月","001","総人口","01003","10～14歳","","5,327","2,731","2,596"
"001","人口【千人】","01","確定値","00000","全国","2022000505","2022年5月","001","総人口","01004","15～19歳","","5,540","2,843","2,697"
"001","人口【千人】","01","確定値","00000","全国","2022000505","2022年5月","001","総人口","01005","20～24歳","","6,244","3,199","3,046"
"001","人口【千人】","01","確定値","00000","全国","2022000505","2022年5月","001","総人口","01006","25～29歳","","6,374","3,271","3,103"
"001","人口【千人】","01","確定値","00000","全国","2022000505","2022年5月","001","総人口","01007","30～34歳","","6,477","3,313","3,165"
"001","人口【千人】","01","確定値","00000","全国","2022000505","2022年5月","001","総人口","01008","35～39歳","","7,283","3,701","3,583"
"001","人口【千人】","01","確定値","00000","全国","2022000505","2022年5月","001","総人口","01009","40～44歳","","8,034","4,073","3,961"
"001","人口【千人】","01","確定値","00000","全国","2022000505","2022年5月","001","総人口","01010","45～49歳","","9,564","4,842","4,722"
