"統計名：","人口推計 各月1日現在人口 確定値"
"表番号：","003"
"表題：","[確定値] 年齢（５歳階級），男女，月別人口－総人口，日本人人口 ，外国人人口 （各月１日現在）-令和２年国勢調査基準-"
"実施年月：","-","-"
"市区町村時点（年月日）：","-"

"","","","","","","","","","","","","/男女別 コード","000","001","002"
"表章項目 コード","表章項目","確定値 コード","確定値","全国 コード","全国","時間軸（年月日現在） コード","時間軸（年月日現在）","人口 コード","人口","年齢5歳階級 コード","年齢5歳階級","/男女別","男女計","男","女"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","01009","40～44歳","","7,823","3,966","3,857"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","01010","45～49歳","","9,224","4,673","4,551"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","01011","50～54歳","","9,572","4,827","4,745"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","01012","55～59歳","","8,180","4,091","4,089"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","01013","60～64歳","","7,487","3,707","3,780"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","01014","65～69歳","","7,380","3,591","3,789"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","01015","70～74歳","","8,968","4,232","4,736"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","01016","75～79歳","","7,357","3,310","4,048"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","01017","80～84歳","","5,792","2,415","3,376"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","01018","85～89歳","","3,996","1,454","2,543"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","01019","90～94歳","","2,044","581","1,462"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","01020","95～99歳","","590","119","471"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","01021","100歳以上","","90","11","79"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","02000","（再掲）15歳未満","","14,290","7,319","6,971"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","01023","（再掲）15～64歳","","74,005","37,522","36,484"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","01024","（再掲）65歳以上","","36,216","15,713","20,503"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","01026","（再掲）うち75歳以上","","19,868","7,890","11,979"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","001","総人口","01027","（再掲）うち85歳以上","","6,719","2,165","4,555"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01000","総数","","121,448","59,022","62,425"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01001","0～4歳","","4,055","2,076","1,979"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01002","5～9歳","","4,800","2,459","2,341"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01003","10～14歳","","5,192","2,659","2,533"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01004","15～19歳","","5,396","2,769","2,628"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01005","20～24歳","","5,804","2,973","2,832"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01006","25～29歳","","5,936","3,027","2,910"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01007","30～34歳","","6,008","3,065","2,943"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01008","35～39歳","","6,808","3,467","3,341"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01009","40～44歳","","7,582","3,856","3,727"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01010","45～49歳","","9,036","4,592","4,445"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01011","50～54歳","","9,394","4,756","4,638"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01012","55～59歳","","8,039","4,035","4,004"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01013","60～64歳","","7,386","3,665","3,721"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01014","65～69歳","","7,308","3,560","3,747"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01015","70～74歳","","8,915","4,208","4,707"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01016","75～79歳","","7,320","3,293","4,027"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01017","80～84歳","","5,767","2,406","3,361"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01018","85～89歳","","3,983","1,449","2,534"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01019","90～94歳","","2,039","580","1,459"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01020","95～99歳","","589","119","470"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01021","100歳以上","","90","11","79"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","02000","（再掲）15歳未満","","14,046","7,193","6,853"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01023","（再掲）15～64歳","","71,392","36,203","35,189"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01024","（再掲）65歳以上","","36,010","15,626","20,384"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01026","（再掲）うち75歳以上","","19,788","7,858","11,930"
"001","人口【千人】","01","確定値","00000","全国","2023000606","2023年6月","002","日本人人口","01027","（再掲）うち85歳以上","","6,700","2,158","4,542"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01000","総数","","124,517","60,553","63,964"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01001","0～4歳","","4,129","2,114","2,015"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01002","5～9歳","","4,886","2,503","2,382"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01003","10～14歳","","5,266","2,698","2,569"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01004","15～19歳","","5,520","2,831","2,688"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01005","20～24歳","","6,255","3,216","3,039"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01006","25～29歳","","6,453","3,318","3,135"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01007","30～34歳","","6,401","3,281","3,120"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01008","35～39歳","","7,086","3,609","3,477"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01009","40～44歳","","7,808","3,957","3,851"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01010","45～49歳","","9,203","4,661","4,543"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01011","50～54歳","","9,594","4,838","4,757"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01012","55～59歳","","8,204","4,104","4,100"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01013","60～64歳","","7,490","3,709","3,781"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01014","65～69歳","","7,371","3,587","3,784"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01015","70～74歳","","8,934","4,217","4,718"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01016","75～79歳","","7,393","3,326","4,067"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01017","80～84歳","","5,807","2,422","3,385"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01018","85～89歳","","3,992","1,452","2,540"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01019","90～94歳","","2,043","581","1,462"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01020","95～99歳","","591","119","472"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01021","100歳以上","","89","11","78"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","02000","（再掲）15歳未満","","14,281","7,315","6,966"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01023","（再掲）15～64歳","","74,015","37,524","36,492"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01024","（再掲）65歳以上","","36,220","15,714","20,505"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01026","（再掲）うち75歳以上","","19,915","7,911","12,004"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","001","総人口","01027","（再掲）うち85歳以上","","6,715","2,163","4,552"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01000","総数","","121,441","59,014","62,427"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01001","0～4歳","","4,044","2,070","1,974"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01002","5～9歳","","4,801","2,460","2,341"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01003","10～14歳","","5,194","2,660","2,534"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01004","15～19歳","","5,399","2,769","2,630"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01005","20～24歳","","5,801","2,971","2,830"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01006","25～29歳","","5,939","3,028","2,911"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01007","30～34歳","","6,000","3,061","2,939"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01008","35～39歳","","6,796","3,460","3,336"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01009","40～44歳","","7,568","3,847","3,721"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01010","45～49歳","","9,017","4,580","4,437"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01011","50～54歳","","9,418","4,767","4,651"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01012","55～59歳","","8,063","4,047","4,016"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01013","60～64歳","","7,389","3,667","3,722"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01014","65～69歳","","7,298","3,556","3,742"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01015","70～74歳","","8,881","4,192","4,689"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01016","75～79歳","","7,355","3,310","4,046"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01017","80～84歳","","5,783","2,412","3,371"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01018","85～89歳","","3,978","1,447","2,531"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01019","90～94歳","","2,038","580","1,458"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01020","95～99歳","","590","119","471"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01021","100歳以上","","89","11","78"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","02000","（再掲）15歳未満","","14,039","7,190","6,849"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01023","（再掲）15～64歳","","71,389","36,197","35,192"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01024","（再掲）65歳以上","","36,013","15,627","20,386"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01026","（再掲）うち75歳以上","","19,834","7,879","11,955"
"001","人口【千人】","01","確定値","00000","全国","2023000707","2023年7月","002","日本人人口","01027","（再掲）うち85歳以上","","6,696","2,157","4,539"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01000","総数","","124,439","60,522","63,917"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01001","0～4歳","","4,114","2,107","2,007"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01002","5～9歳","","4,867","2,493","2,374"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01003","10～14歳","","5,259","2,694","2,565"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01004","15～19歳","","5,515","2,829","2,686"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01005","20～24歳","","6,245","3,212","3,033"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01006","25～29歳","","6,458","3,321","3,137"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01007","30～34歳","","6,393","3,278","3,114"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01008","35～39歳","","7,062","3,600","3,462"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01009","40～44歳","","7,786","3,948","3,838"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01010","45～49歳","","9,172","4,646","4,527"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01011","50～54歳","","9,612","4,847","4,765"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01012","55～59歳","","8,233","4,119","4,115"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01013","60～64歳","","7,495","3,712","3,783"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01014","65～69歳","","7,356","3,580","3,776"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01015","70～74歳","","8,902","4,202","4,700"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01016","75～79歳","","7,425","3,341","4,084"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01017","80～84歳","","5,831","2,431","3,399"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01018","85～89歳","","3,988","1,451","2,537"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01019","90～94歳","","2,044","582","1,462"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01020","95～99歳","","593","120","474"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01021","100歳以上","","89","11","78"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","02000","（再掲）15歳未満","","14,240","7,294","6,946"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01023","（再掲）15～64歳","","73,972","37,511","36,460"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01024","（再掲）65歳以上","","36,228","15,717","20,510"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01026","（再掲）うち75歳以上","","19,970","7,936","12,034"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","001","総人口","01027","（再掲）うち85歳以上","","6,714","2,163","4,551"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01000","総数","","121,410","58,997","62,413"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01001","0～4歳","","4,032","2,064","1,967"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01002","5～9歳","","4,791","2,454","2,337"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01003","10～14歳","","5,193","2,660","2,533"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01004","15～19歳","","5,396","2,767","2,629"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01005","20～24歳","","5,796","2,968","2,828"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01006","25～29歳","","5,942","3,029","2,913"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01007","30～34歳","","5,992","3,057","2,935"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01008","35～39歳","","6,779","3,452","3,327"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01009","40～44歳","","7,554","3,840","3,714"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01010","45～49歳","","8,990","4,566","4,424"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01011","50～54歳","","9,438","4,777","4,661"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01012","55～59歳","","8,092","4,063","4,030"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01013","60～64歳","","7,393","3,670","3,723"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01014","65～69歳","","7,284","3,549","3,735"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01015","70～74歳","","8,849","4,177","4,671"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01016","75～79歳","","7,388","3,325","4,063"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01017","80～84歳","","5,806","2,422","3,384"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01018","85～89歳","","3,975","1,446","2,528"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01019","90～94歳","","2,039","581","1,459"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01020","95～99歳","","592","119","473"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01021","100歳以上","","89","11","78"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","02000","（再掲）15歳未満","","14,017","7,179","6,838"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01023","（再掲）15～64歳","","71,372","36,188","35,184"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01024","（再掲）65歳以上","","36,021","15,630","20,391"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01026","（再掲）うち75歳以上","","19,889","7,904","11,985"
"001","人口【千人】","01","確定値","00000","全国","2023000808","2023年8月","002","日本人人口","01027","（再掲）うち85歳以上","","6,695","2,157","4,538"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01000","総数","","124,348","60,483","63,865"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01001","0～4歳","","4,100","2,099","2,000"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01002","5～9歳","","4,851","2,485","2,366"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01003","10～14歳","","5,252","2,691","2,561"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01004","15～19歳","","5,505","2,824","2,681"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01005","20～24歳","","6,210","3,196","3,014"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01006","25～29歳","","6,460","3,322","3,138"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01007","30～34歳","","6,385","3,275","3,110"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01008","35～39歳","","7,055","3,596","3,459"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01009","40～44歳","","7,774","3,942","3,832"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01010","45～49歳","","9,141","4,632","4,509"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01011","50～54歳","","9,631","4,858","4,773"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01012","55～59歳","","8,257","4,131","4,126"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01013","60～64歳","","7,502","3,717","3,786"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01014","65～69歳","","7,340","3,572","3,768"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01015","70～74歳","","8,862","4,183","4,679"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01016","75～79歳","","7,450","3,353","4,096"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01017","80～84歳","","5,861","2,444","3,417"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01018","85～89歳","","3,984","1,449","2,534"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01019","90～94歳","","2,045","582","1,462"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01020","95～99歳","","595","120","475"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01021","100歳以上","","88","11","77"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","02000","（再掲）15歳未満","","14,203","7,275","6,928"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01023","（再掲）15～64歳","","73,921","37,493","36,427"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01024","（再掲）65歳以上","","36,225","15,714","20,510"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01026","（再掲）うち75歳以上","","20,022","7,960","12,063"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","001","総人口","01027","（再掲）うち85歳以上","","6,711","2,162","4,549"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01000","総数","","121,270","58,937","62,333"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01001","0～4歳","","4,015","2,056","1,959"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01002","5～9歳","","4,767","2,442","2,325"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01003","10～14歳","","5,179","2,653","2,526"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01004","15～19歳","","5,381","2,760","2,621"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01005","20～24歳","","5,777","2,960","2,817"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01006","25～29歳","","5,942","3,029","2,913"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01007","30～34歳","","5,977","3,050","2,927"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01008","35～39歳","","6,762","3,445","3,317"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01009","40～44歳","","7,532","3,831","3,701"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01010","45～49歳","","8,953","4,550","4,403"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01011","50～54歳","","9,454","4,787","4,667"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01012","55～59歳","","8,115","4,074","4,041"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01013","60～64歳","","7,399","3,674","3,725"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01014","65～69歳","","7,267","3,541","3,726"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01015","70～74歳","","8,809","4,159","4,650"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01016","75～79歳","","7,412","3,337","4,076"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01017","80～84歳","","5,837","2,435","3,402"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01018","85～89歳","","3,970","1,445","2,525"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01019","90～94歳","","2,040","581","1,459"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01020","95～99歳","","594","120","474"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01021","100歳以上","","88","11","77"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","02000","（再掲）15歳未満","","13,961","7,150","6,811"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01023","（再掲）15～64歳","","71,292","36,160","35,133"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01024","（再掲）65歳以上","","36,017","15,627","20,390"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01026","（再掲）うち75歳以上","","19,941","7,927","12,013"
"001","人口【千人】","01","確定値","00000","全国","2023000909","2023年9月","002","日本人人口","01027","（再掲）うち85歳以上","","6,692","2,156","4,536"
"001","人口【千人】","01","確定値","00000","全国","2023001010","2023年10月","001","総人口","01000","総数","","124,352","60,492","63,859"
"001","人口【千人】","01","確定値","00000","全国","2023001010","2023年10月","001","総人口","01001","0～4歳","","4,087","2,093","1,995"
"001","人口【千人】","01","確定値","00000","全国","2023001010","2023年10月","001","総人口","01002","5～9歳","","4,838","2,478","2,360"
"001","人口【千人】","01","確定値","00000","全国","2023001010","2023年10月","001","総人口","01003","10～14歳","","5,248","2,689","2,559"
"001","人口【千人】","01","確定値","00000","全国","2023001010","2023年10月","001","総人口","01004","15～19歳","","5,494","2,818","2,675"
"001","人口【千人】","01","確定値","00000","全国","2023001010","2023年10月","001","総人口","01005","20～24歳","","6,236","3,212","3,024"
"001","人口【千人】","01","確定値","00000","全国","2023001010","2023年10月","001","総人口","01006","25～29歳","","6,479","3,333","3,146"
"001","人口【千人】","01","確定値","00000","全国","2023001010","2023年10月","001","総人口","01007","30～34歳","","6,380","3,273","3,106"
"001","人口【千人】","01","確定値","00000","全国","2023001010","2023年10月","001","総人口","01008","35～39歳","","7,047","3,593","3,454"
